Key,scientificName,commonName
tuttyr1,Anairetes parulus,Tufted Tit-Tyrant
pcttyr1,Anairetes reguloides,Pied-crested Tit-Tyrant
neccus1,Analisoma analis,New Caledonian Cuckooshrike
blacus1,Analisoma coerulescens,Blackish Cuckooshrike
whwcus1,Analisoma ostenta,White-winged Cuckooshrike
rehwea1,Anaplectes rubriceps,Red-headed Weaver
wrybil1,Anarhynchus frontalis,Wrybill
norpin,Anas acuta,Northern Pintail
andtea1,Anas albogularis,Andaman Teal
spetea3,Anas andium,Andean Teal
auitea1,Anas aucklandica,Auckland Islands Teal
whcpin,Anas bahamensis,White-cheeked Pintail
bertea1,Anas bernieri,Bernier's Teal
captea1,Anas capensis,Cape Teal
chetea1,Anas castanea,Chestnut Teal
brotea1,Anas chlorotis,Brown Teal
gnwtea,Anas crecca,Green-winged Teal
mexduc,Anas diazi,Mexican Duck
eatpin1,Anas eatoni,Eaton's Pintail
rebduc1,Anas erythrorhyncha,Red-billed Duck
yebtea1,Anas flavirostris,Yellow-billed Teal
motduc,Anas fulvigula,Mottled Duck
yebpin1,Anas georgica,Yellow-billed Pintail
suntea1,Anas gibberifrons,Sunda Teal
gretea1,Anas gracilis,Gray Teal
layduc,Anas laysanensis,Laysan Duck
phiduc1,Anas luzonica,Philippine Duck
melduc1,Anas melleri,Meller's Duck
caitea1,Anas nesiotis,Campbell Islands Teal
mallar3,Anas platyrhynchos,Mallard
isbduc1,Anas poecilorhyncha,Indian Spot-billed Duck
ambduc,Anas rubripes,American Black Duck
afbduc1,Anas sparsa,African Black Duck
pabduc1,Anas superciliosa,Pacific Black Duck
mauduc1,Anas theodori,Mauritius Duck
yebduc1,Anas undulata,Yellow-billed Duck
hawduc,Anas wyvilliana,Hawaiian Duck
spbduc,Anas zonorhyncha,Eastern Spot-billed Duck
afrope1,Anastomus lamelligerus,African Openbill
asiope1,Anastomus oscitans,Asian Openbill
chwhoo1,Ancistrops strigilatus,Chestnut-winged Hookbill
homtou1,Andigena cucullata,Hooded Mountain-Toucan
gybmot1,Andigena hypoglauca,Gray-breasted Mountain-Toucan
pbmtou1,Andigena laminirostris,Plate-billed Mountain-Toucan
bbmtou1,Andigena nigrirostris,Black-billed Mountain-Toucan
tobhum1,Androdon aequatorialis,Tooth-billed Hummingbird
somgre1,Andropadus importunus,Sombre Greenbul
papwhi1,Androphobus viridis,Papuan Whipbird
horscr1,Anhima cornuta,Horned Screamer
anhing,Anhinga anhinga,Anhinga
darter2,Anhinga melanogaster,Oriental Darter
darter4,Anhinga novaehollandiae,Australasian Darter
darter3,Anhinga rufa,African Darter
sbmtan1,Anisognathus igniventris,Scarlet-bellied Mountain Tanager
lamtan1,Anisognathus lacrymosus,Lacrimose Mountain Tanager
bkcmot1,Anisognathus melanogenys,Black-cheeked Mountain Tanager
bcmtan2,Anisognathus notabilis,Black-chinned Mountain Tanager
bwmtan1,Anisognathus somptuosus,Blue-winged Mountain Tanager
glamac1,Anodorhynchus glaucus,Glaucous Macaw
hyamac1,Anodorhynchus hyacinthinus,Hyacinth Macaw
indmac1,Anodorhynchus leari,Indigo Macaw
parwea1,Anomalospiza imberbis,Parasitic Weaver
brther2,Anopetia gounellei,Broad-tipped Hermit
brnhor1,Anorrhinus austeni,Brown Hornbill
buchor1,Anorrhinus galeritus,Bushy-crested Hornbill
ruchor1,Anorrhinus tickelli,Rusty-cheeked Hornbill
grynod1,Anous albivitta,Gray Noddy
bugnod,Anous ceruleus,Blue-gray Noddy
blknod,Anous minutus,Black Noddy
brnnod,Anous stolidus,Brown Noddy
lesnod1,Anous tenuirostris,Lesser Noddy
gwfgoo,Anser albifrons,Greater White-fronted Goose
gragoo,Anser anser,Graylag Goose
pifgoo,Anser brachyrhynchus,Pink-footed Goose
snogoo,Anser caerulescens,Snow Goose
empgoo,Anser canagicus,Emperor Goose
swagoo1,Anser cygnoides,Swan Goose
lwfgoo,Anser erythropus,Lesser White-fronted Goose
taibeg1,Anser fabalis,Taiga Bean-Goose
bahgoo,Anser indicus,Bar-headed Goose
rosgoo,Anser rossii,Ross's Goose
tunbeg1,Anser serrirostris,Tundra Bean-Goose
maggoo1,Anseranas semipalmata,Magpie Goose
whgfly1,Anthipes monileger,White-gorgeted Flycatcher
rubfly3,Anthipes solitaris,Rufous-browed Flycatcher
orbsun2,Anthobaphes violacea,Orange-breasted Sunbird
tolblo1,Anthocephala berlepschi,Tolima Blossomcrown
samblo1,Anthocephala floriceps,Santa Marta Blossomcrown
redwat1,Anthochaera carunculata,Red Wattlebird
bruwat1,Anthochaera chrysoptera,Little Wattlebird
litwat1,Anthochaera lunulata,Western Wattlebird
yelwat1,Anthochaera paradoxa,Yellow Wattlebird
reghon1,Anthochaera phrygia,Regent Honeyeater
chibel1,Anthornis melanocephala,Chatham Island Bellbird
nezbel1,Anthornis melanura,New Zealand Bellbird
afptit1,Anthoscopus caroli,African Penduline-Tit
foptit1,Anthoscopus flavifrons,Forest Penduline-Tit
soptit1,Anthoscopus minutus,Southern Penduline-Tit
mcptit1,Anthoscopus musculus,Mouse-colored Penduline-Tit
yeptit1,Anthoscopus parvulus,Yellow Penduline-Tit
septit1,Anthoscopus punctifrons,Sennar Penduline-Tit
orphor1,Anthracoceros albirostris,Oriental Pied-Hornbill
maphor1,Anthracoceros coronatus,Malabar Pied-Hornbill
blahor1,Anthracoceros malayanus,Black Hornbill
palhor1,Anthracoceros marchei,Palawan Hornbill
sulhor2,Anthracoceros montani,Sulu Hornbill
antman1,Anthracothorax dominicus,Antillean Mango
jamman1,Anthracothorax mango,Jamaican Mango
bltman1,Anthracothorax nigricollis,Black-throated Mango
gnbman,Anthracothorax prevostii,Green-breasted Mango
verman1,Anthracothorax veraguensis,Veraguan Mango
grtman1,Anthracothorax viridigula,Green-throated Mango
greman1,Anthracothorax viridis,Green Mango
ancsun1,Anthreptes anchietae,Anchieta's Sunbird
vitsun1,Anthreptes aurantius,Violet-tailed Sunbird
mobsun1,Anthreptes gabonicus,Mouse-brown Sunbird
pltsun3,Anthreptes griseigularis,Gray-throated Sunbird
wvbsun1,Anthreptes longuemarei,Western Violet-backed Sunbird
pltsun2,Anthreptes malacensis,Brown-throated Sunbird
uvbsun1,Anthreptes neglectus,Uluguru Violet-backed Sunbird
kvbsun1,Anthreptes orientalis,Eastern Violet-backed Sunbird
gresun1,Anthreptes rectirostris,Green Sunbird
plbsun1,Anthreptes reichenowi,Plain-backed Sunbird
retsun3,Anthreptes rhodolaemus,Red-throated Sunbird
bansun1,Anthreptes rubritorques,Banded Sunbird
ligsun2,Anthreptes seimundi,Little Green Sunbird
plasun1,Anthreptes simplex,Plain Sunbird
blucra2,Anthropoides paradiseus,Blue Crane
demcra1,Anthropoides virgo,Demoiselle Crane
sogpip1,Anthus antarcticus,South Georgia Pipit
berpip1,Anthus berthelotii,Berthelot's Pipit
parpip1,Anthus bogotensis,Paramo Pipit
shtpip1,Anthus brachyurus,Short-tailed Pipit
buspip1,Anthus caffer,Bush Pipit
tawpip1,Anthus campestris,Tawny Pipit
retpip,Anthus cervinus,Red-throated Pipit
chapip1,Anthus chacoensis,Pampas Pipit
afrpip1,Anthus cinnamomeus,African Pipit
corpip1,Anthus correndera,Correndera Pipit
yetpip1,Anthus crenatus,Yellow-tufted Pipit
shbpip1,Anthus furcatus,Short-billed Pipit
blypip1,Anthus godlewskii,Blyth's Pipit
pecpip,Anthus gustavi,Pechora Pipit
alppip1,Anthus gutturalis,Alpine Pipit
helpip1,Anthus hellmayri,Hellmayr's Pipit
olbpip,Anthus hodgsoni,Olive-backed Pipit
moupip1,Anthus hoeschi,Mountain Pipit
plbpip1,Anthus leucophrys,Plain-backed Pipit
strpip1,Anthus lineiventris,Striped Pipit
yelpip2,Anthus lutescens,Yellowish Pipit
malpip1,Anthus melindae,Malindi Pipit
ocbpip1,Anthus nattereri,Ochre-breasted Pipit
lobpip7,Anthus nicholsoni,Nicholson's Pipit
nilpip1,Anthus nilghiriensis,Nilgiri Pipit
auspip1,Anthus novaeseelandiae,Australasian Pipit
woopip1,Anthus nyassae,Woodland Pipit
lolpip1,Anthus pallidiventris,Long-legged Pipit
yelpip3,Anthus peruvianus,Peruvian Pipit
rocpip1,Anthus petrosus,Rock Pipit
meapip1,Anthus pratensis,Meadow Pipit
ricpip1,Anthus richardi,Richard's Pipit
rospip1,Anthus roseatus,Rosy Pipit
amepip,Anthus rubescens,American Pipit
oripip1,Anthus rufulus,Paddyfield Pipit
lobpip1,Anthus similis,Long-billed Pipit
sokpip1,Anthus sokokensis,Sokoke Pipit
watpip1,Anthus spinoletta,Water Pipit
sprpip,Anthus spragueii,Sprague's Pipit
uplpip1,Anthus sylvanus,Upland Pipit
trepip,Anthus trivialis,Tree Pipit
bufpip1,Anthus vaalensis,Buffy Pipit
sarcra1,Antigone antigone,Sarus Crane
sancra,Antigone canadensis,Sandhill Crane
brolga1,Antigone rubicunda,Brolga
whncra1,Antigone vipio,White-naped Crane
araman1,Antilophia bokermanni,Araripe Manakin
helman1,Antilophia galeata,Helmeted Manakin
souwpw1,Antrostomus arizonae,Mexican Whip-poor-will
yucnig1,Antrostomus badius,Yucatan Nightjar
chwwid,Antrostomus carolinensis,Chuck-will's-widow
granig1,Antrostomus cubanensis,Greater Antillean Nightjar
purnig1,Antrostomus noctitherus,Puerto Rican Nightjar
bucnig,Antrostomus ridgwayi,Buff-collared Nightjar
rufnig1,Antrostomus rufus,Rufous Nightjar
tacnig1,Antrostomus salvini,Tawny-collared Nightjar
dusnig1,Antrostomus saturatus,Dusky Nightjar
sitnig1,Antrostomus sericocaudatus,Silky-tailed Nightjar
easwpw1,Antrostomus vociferus,Eastern Whip-poor-will
forbla1,Anumara forbesi,Forbes's Blackbird
firgat1,Anumbius annumbi,Firewood-gatherer
chhcra1,Anurolimnas castaneiceps,Chestnut-headed Crake
blbcra1,Anurolimnas fasciatus,Black-banded Crake
ruccra1,Anurolimnas viridis,Russet-crowned Crake
brhapa1,Apalis alticola,Brown-headed Apalis
kunapa1,Apalis argentea,Kungwe Apalis
bamapa1,Apalis bamendae,Bamenda Apalis
masapa1,Apalis binotata,Masked Apalis
chaapa1,Apalis chapini,Chapin's Apalis
whwapa1,Apalis chariessa,White-winged Apalis
chiapa1,Apalis chirindensis,Chirinda Apalis
gryapa1,Apalis cinerea,Gray Apalis
yebapa1,Apalis flavida,Yellow-breasted Apalis
batapa3,Apalis flavigularis,Yellow-throated Apalis
batapa4,Apalis fuscigularis,Taita Apalis
gosapa1,Apalis goslingi,Gosling's Apalis
bltapa1,Apalis jacksoni,Black-throated Apalis
chtapa2,Apalis kaboboensis,Kabobo Apalis
karapa1,Apalis karamojae,Karamoja Apalis
batapa5,Apalis lynesi,Namuli Apalis
blhapa1,Apalis melanocephala,Black-headed Apalis
blcapa1,Apalis nigriceps,Black-capped Apalis
blfapa1,Apalis personata,Black-faced Apalis
chtapa3,Apalis porphyrolaema,Chestnut-throated Apalis
rudapa1,Apalis ruddi,Rudd's Apalis
butapa1,Apalis rufogularis,Buff-throated Apalis
shaapa2,Apalis sharpii,Sharpe's Apalis
batapa2,Apalis thoracica,Bar-throated Apalis
bactro1,Apaloderma aequatoriale,Bare-cheeked Trogon
nartro1,Apaloderma narina,Narina Trogon
battro1,Apaloderma vittatum,Bar-tailed Trogon
bonhon1,Apalopteron familiare,Bonin White-eye
redrai1,Aphanapteryx bonasia,Red Rail
blbfly1,Aphanotriccus audax,Black-billed Flycatcher
tacfly1,Aphanotriccus capitalis,Tawny-chested Flycatcher
souwhi1,Aphelocephala leucopsis,Southern Whiteface
banwhi1,Aphelocephala nigricincta,Banded Whiteface
chbwhi1,Aphelocephala pectoralis,Chestnut-breasted Whiteface
cowscj1,Aphelocoma californica,California Scrub-Jay
flsjay,Aphelocoma coerulescens,Florida Scrub-Jay
issjay,Aphelocoma insularis,Island Scrub-Jay
mexjay3,Aphelocoma ultramarina,Transvolcanic Jay
unijay1,Aphelocoma unicolor,Unicolored Jay
mexjay4,Aphelocoma wollweberi,Mexican Jay
wooscj2,Aphelocoma woodhouseii,Woodhouse's Scrub-Jay
masray1,Aphrastura masafuerae,Masafuera Rayadito
thtray1,Aphrastura spinicauda,Thorn-tailed Rayadito
kerpet2,Aphrodroma brevirostris,Kerguelen Petrel
samsta1,Aplonis atrifusca,Samoan Starling
whesta2,Aplonis brunneicapillus,White-eyed Starling
sinsta1,Aplonis cantoroides,Singing Starling
rarsta1,Aplonis cinerascens,Rarotonga Starling
kossta1,Aplonis corvina,Kosrae Starling
tansta1,Aplonis crassa,Tanimbar Starling
sacsta1,Aplonis dichroa,Makira Starling
atosta1,Aplonis feadensis,Atoll Starling
norsta1,Aplonis fusca,Norfolk Starling
brwsta1,Aplonis grandis,Brown-winged Starling
rensta1,Aplonis insularis,Rennell Starling
lotsta1,Aplonis magna,Long-tailed Starling
myssta1,Aplonis mavornata,Mysterious Starling
metsta1,Aplonis metallica,Metallic Starling
shtsta1,Aplonis minor,Short-tailed Starling
molsta1,Aplonis mysolensis,Moluccan Starling
yeesta1,Aplonis mystacea,Yellow-eyed Starling
micsta1,Aplonis opaca,Micronesian Starling
asgsta1,Aplonis panayensis,Asian Glossy Starling
pohsta1,Aplonis pelzelni,Pohnpei Starling
mousta1,Aplonis santovestris,Mountain Starling
strsta1,Aplonis striata,Striated Starling
polsta1,Aplonis tabuensis,Polynesian Starling
raista2,Aplonis ulietensis,Raiatea Starling
ruwsta1,Aplonis zelandica,Rusty-winged Starling
yapant1,Aprositornis disjuncta,Yapacana Antbird
rewpar1,Aprosmictus erythropterus,Red-winged Parrot
olspar1,Aprosmictus jonquillaceus,Olive-shouldered Parrot
emppen1,Aptenodytes forsteri,Emperor Penguin
kinpen1,Aptenodytes patagonicus,King Penguin
sobkiw1,Apteryx australis,Southern Brown Kiwi
grskiw1,Apteryx haastii,Great Spotted Kiwi
nibkiw1,Apteryx mantelli,North Island Brown Kiwi
liskiw1,Apteryx owenii,Little Spotted Kiwi
okbkiw1,Apteryx rowi,Okarito Brown Kiwi
darswi1,Apus acuticauda,Dark-rumped Swift
motswi2,Apus aequatorialis,Mottled Swift
litswi1,Apus affinis,Little Swift
aleswi1,Apus alexandri,Alexander's Swift
comswi,Apus apus,Common Swift
madswi1,Apus balstoni,Malagasy Swift
afrswi1,Apus barbatus,African Swift
batswi1,Apus batesi,Bates's Swift
fowswi1,Apus berliozi,Forbes-Watson's Swift
braswi1,Apus bradfieldi,Bradfield's Swift
whrswi1,Apus caffer,White-rumped Swift
cooswi1,Apus cooki,Cook's Swift
horswi1,Apus horus,Horus Swift
blyswi1,Apus leuconyx,Blyth's Swift
alpswi1,Apus melba,Alpine Swift
nyaswi1,Apus niansae,Nyanza Swift
houswi1,Apus nipalensis,House Swift
fotswi,Apus pacificus,Pacific Swift
palswi3,Apus pallidus,Pallid Swift
saaswi1,Apus salimalii,Salim Ali's Swift
plaswi1,Apus unicolor,Plain Swift
spaeag1,Aquila adalberti,Spanish Eagle
cashae1,Aquila africana,Cassin's Hawk-Eagle
weteag1,Aquila audax,Wedge-tailed Eagle
goleag,Aquila chrysaetos,Golden Eagle
boneag2,Aquila fasciata,Bonelli's Eagle
gureag1,Aquila gurneyi,Gurney's Eagle
impeag1,Aquila heliaca,Imperial Eagle
steeag1,Aquila nipalensis,Steppe Eagle
taweag1,Aquila rapax,Tawny Eagle
afrhae1,Aquila spilogaster,African Hawk-Eagle
vereag1,Aquila verreauxii,Verreaux's Eagle
grgmac,Ara ambiguus,Great Green Macaw
baymac,Ara ararauna,Blue-and-yellow Macaw
ragmac1,Ara chloropterus,Red-and-green Macaw
bltmac1,Ara glaucogularis,Blue-throated Macaw
scamac1,Ara macao,Scarlet Macaw
milmac,Ara militaris,Military Macaw
refmac1,Ara rubrogenys,Red-fronted Macaw
chfmac1,Ara severus,Chestnut-fronted Macaw
cubmac1,Ara tricolor,Cuban Macaw
stbspi2,Arachnothera affinis,Streaky-breasted Spiderhunter
yeespi1,Arachnothera chrysogenys,Yellow-eared Spiderhunter
nafspi1,Arachnothera clarae,Naked-faced Spiderhunter
thbspi1,Arachnothera crassirostris,Thick-billed Spiderhunter
palspi2,Arachnothera dilutior,Pale Spiderhunter
borspi1,Arachnothera everetti,Bornean Spiderhunter
ortspi1,Arachnothera flammifera,Orange-tufted Spiderhunter
spespi2,Arachnothera flavigaster,Spectacled Spiderhunter
whispi1,Arachnothera juliae,Whitehead's Spiderhunter
litspi1,Arachnothera longirostra,Little Spiderhunter
strspi1,Arachnothera magna,Streaked Spiderhunter
gybspi2,Arachnothera modesta,Gray-breasted Spiderhunter
lobspi1,Arachnothera robusta,Long-billed Spiderhunter
runwor1,Aramides albiventris,Russet-naped Wood-Rail
rnwrai1,Aramides axillaris,Rufous-necked Wood-Rail
gycwor1,Aramides cajaneus,Gray-cowled Wood-Rail
rwwrai1,Aramides calopterus,Red-winged Wood-Rail
liwrai1,Aramides mangle,Little Wood-Rail
sbwrai1,Aramides saracura,Slaty-breasted Wood-Rail
brwrai1,Aramides wolfi,Brown Wood-Rail
giwrai1,Aramides ypecaha,Giant Wood-Rail
plarai1,Aramidopsis plateni,Snoring Rail
limpki,Aramus guarauna,Limpkin
gocpar2,Aratinga auricapillus,Golden-capped Parakeet
janpar1,Aratinga jandaya,Jandaya Parakeet
subpar1,Aratinga maculata,Sulphur-breasted Parakeet
bkhpar,Aratinga nenday,Nanday Parakeet
sunpar1,Aratinga solstitialis,Sun Parakeet
duhpar,Aratinga weddellii,Dusky-headed Parakeet
haipar1,Arborophila ardens,Hainan Partridge
whcpar1,Arborophila atrogularis,White-cheeked Partridge
babpar1,Arborophila brunneopectus,Bar-backed Partridge
chhpar1,Arborophila cambodiana,Chestnut-headed Partridge
gybpar3,Arborophila campbelli,Malayan Partridge
taipar1,Arborophila crudigularis,Taiwan Partridge
ornpar1,Arborophila davidi,Orange-necked Partridge
whnpar2,Arborophila gingica,White-necklaced Partridge
rebpar5,Arborophila hyperythra,Red-breasted Partridge
chbpar1,Arborophila javanica,Chestnut-bellied Partridge
chbpar2,Arborophila mandellii,Chestnut-breasted Partridge
gybpar4,Arborophila orientalis,Gray-breasted Partridge
gybpar5,Arborophila rolli,Roll's Partridge
rebpar3,Arborophila rubrirostris,Red-billed Partridge
sicpar1,Arborophila rufipectus,Sichuan Partridge
rutpar1,Arborophila rufogularis,Rufous-throated Partridge
gybpar6,Arborophila sumatrana,Sumatran Partridge
hilpar1,Arborophila torqueola,Hill Partridge
dapthr1,Arcanator orostruthus,Dapple-throat
arcbow1,Archboldia papuensis,Archbold's Bowerbird
bkchum,Archilochus alexandri,Black-chinned Hummingbird
rthhum,Archilochus colubris,Ruby-throated Hummingbird
greegr,Ardea alba,Great Egret
graher1,Ardea cinerea,Gray Heron
cocher1,Ardea cocoi,Cocoi Heron
golher1,Ardea goliath,Goliath Heron
grbher3,Ardea herodias,Great Blue Heron
humher1,Ardea humbloti,Humblot's Heron
whbher2,Ardea insignis,White-bellied Heron
integr,Ardea intermedia,Intermediate Egret
blhher1,Ardea melanocephala,Black-headed Heron
pacher1,Ardea pacifica,Pacific Heron
purher1,Ardea purpurea,Purple Heron
grbher2,Ardea sumatrana,Great-billed Heron
bulshe,Ardenna bulleri,Buller's Shearwater
flfshe,Ardenna carneipes,Flesh-footed Shearwater
pifshe,Ardenna creatopus,Pink-footed Shearwater
greshe,Ardenna gravis,Great Shearwater
sooshe,Ardenna grisea,Sooty Shearwater
wetshe,Ardenna pacifica,Wedge-tailed Shearwater
shtshe,Ardenna tenuirostris,Short-tailed Shearwater
chpher1,Ardeola bacchus,Chinese Pond-Heron
inpher1,Ardeola grayii,Indian Pond-Heron
mapher1,Ardeola idae,Malagasy Pond-Heron
squher1,Ardeola ralloides,Squacco Heron
rubher2,Ardeola rufiventris,Rufous-bellied Heron
japher1,Ardeola speciosa,Javan Pond-Heron
arabus1,Ardeotis arabs,Arabian Bustard
ausbus1,Ardeotis australis,Australian Bustard
korbus1,Ardeotis kori,Kori Bustard
indbus1,Ardeotis nigriceps,Great Indian Bustard
rudtur,Arenaria interpres,Ruddy Turnstone
blktur,Arenaria melanocephala,Black Turnstone
grearg1,Argusianus argus,Great Argus
yebbab1,Argya affinis,Yellow-billed Babbler
irabab1,Argya altirostris,Iraq Babbler
scacha1,Argya aylmeri,Scaly Chatterer
combab3,Argya caudata,Common Babbler
ashlau1,Argya cinereifrons,Ashy-headed Laughingthrush
strbab1,Argya earlei,Striated Babbler
fulcha1,Argya fulva,Fulvous Chatterer
whtbab1,Argya gularis,White-throated Babbler
combab1,Argya huttoni,Afghan Babbler
slbbab1,Argya longirostris,Slender-billed Babbler
lagbab2,Argya malcolmi,Large Gray Babbler
rufcha2,Argya rubiginosa,Rufous Chatterer
orbbab1,Argya rufescens,Orange-billed Babbler
arabab1,Argya squamiceps,Arabian Babbler
junbab2,Argya striata,Jungle Babbler
rufbab3,Argya subrufa,Rufous Babbler
easmog3,Arizelocichla chlorigula,Yellow-throated Mountain Greenbul
easmog4,Arizelocichla fusciceps,Black-browed Mountain Greenbul
shegre1,Arizelocichla masukuensis,Shelley's Greenbul
stcgre1,Arizelocichla milanjensis,Stripe-cheeked Greenbul
camgre2,Arizelocichla montana,Cameroon Mountain Greenbul
easmog6,Arizelocichla neumanni,Uluguru Mountain Greenbul
easmog1,Arizelocichla nigriceps,Eastern Mountain Greenbul
wesmog1,Arizelocichla tephrolaema,Western Mountain Greenbul
blcspa2,Arremon abeillei,Black-capped Sparrow
sthbrf8,Arremon assimilis,Gray-browed Brushfinch
sthbrf1,Arremon atricapillus,Black-headed Brushfinch
orbspa1,Arremon aurantiirostris,Orange-billed Sparrow
sthbrf4,Arremon basilicus,Sierra Nevada Brushfinch
ccbfin,Arremon brunneinucha,Chestnut-capped Brushfinch
olifin1,Arremon castaneiceps,Olive Finch
sthbrf3,Arremon costaricensis,Costa Rican Brushfinch
soffin1,Arremon crassirostris,Sooty-faced Finch
sabspa4,Arremon dorbignii,Moss-backed Sparrow
sabspa1,Arremon flavirostris,Saffron-billed Sparrow
safspa1,Arremon franciscanus,Sao Francisco Sparrow
sthbrf5,Arremon perijanus,Perija Brushfinch
sthbrf6,Arremon phaeopleurus,Caracas Brushfinch
sthbrf7,Arremon phygas,Paria Brushfinch
gowspa1,Arremon schlegeli,Golden-winged Sparrow
hacspa1,Arremon semitorquatus,Half-collared Sparrow
pecspa1,Arremon taciturnus,Pectoral Sparrow
sthbrf2,Arremon torquatus,White-browed Brushfinch
gsbfin1,Arremon virenticeps,Green-striped Brushfinch
grbspa1,Arremonops chloronotus,Green-backed Sparrow
blsspa1,Arremonops conirostris,Black-striped Sparrow
olispa,Arremonops rufivirgatus,Olive Sparrow
tocspa1,Arremonops tocuyensis,Tocuyo Sparrow
rucmon1,Arses insularis,Ochre-collared Monarch
piemon1,Arses kaupi,Pied Monarch
frnmon1,Arses lorealis,Frill-necked Monarch
frimon1,Arses telescopthalmus,Frilled Monarch
whhvan1,Artamella viridis,White-headed Vanga
blfwoo1,Artamus cinereus,Black-faced Woodswallow
duswoo1,Artamus cyanopterus,Dusky Woodswallow
ashwoo2,Artamus fuscus,Ashy Woodswallow
biswoo1,Artamus insignis,Bismarck Woodswallow
whbwoo4,Artamus leucorynchus,White-breasted Woodswallow
grewoo1,Artamus maximus,Great Woodswallow
fijwoo1,Artamus mentalis,Fiji Woodswallow
litwoo4,Artamus minor,Little Woodswallow
whbwoo8,Artamus monachus,Ivory-backed Woodswallow
maswoo1,Artamus personatus,Masked Woodswallow
whbwoo5,Artamus superciliosus,White-browed Woodswallow
belspa2,Artemisiospiza belli,Bell's Sparrow
sagspa1,Artemisiospiza nevadensis,Sagebrush Sparrow
afrtai2,Artisornis metopias,African Tailorbird
